distance_km,weight_kg,volume_cbm,cargo_type,transport_mode,season,price
6814.96,14040.17,35.97,FRAGILE,ROAD,4,31668.11
1741.27,19034.59,27.02,HAZARDOUS,AIR,3,23742.78
1465.23,2431.3,13.34,STANDARD,ROAD,3,4229.93
933.6,19952.75,14.05,PERISHABLE,RAIL,3,3404.3
5427.84,31399.57,39.23,PERISHABLE,RAIL,1,21497.79
6019.72,6164.43,53.81,STANDARD,SEA,3,11582.21
316.9,25383.78,7.72,STANDARD,ROAD,3,1245.66
7960.99,29061.97,84.59,STANDARD,RAIL,2,23406.8
489.16,30204.08,68.08,STANDARD,ROAD,1,1985.27
4623.95,30728.33,53.0,HAZARDOUS,SEA,4,17250.67
6041.56,16734.56,74.65,STANDARD,ROAD,4,27594.37
7409.69,31276.12,7.68,STANDARD,AIR,3,78427.4
6084.03,24258.2,43.18,STANDARD,SEA,4,13893.81
6824.6,5257.32,56.89,PERISHABLE,ROAD,4,35973.69
2918.35,15313.11,74.66,FRAGILE,SEA,4,8096.64
6935.27,23014.76,70.62,STANDARD,ROAD,3,26409.78
726.97,7990.16,25.3,STANDARD,AIR,4,6742.86
7611.2,20535.62,84.71,PERISHABLE,RAIL,3,31666.03
4677.16,21364.56,11.63,HAZARDOUS,ROAD,2,24198.94
6956.17,5290.12,78.82,STANDARD,RAIL,2,19542.95
3872.09,18126.22,87.4,STANDARD,ROAD,4,17118.35
5488.23,24714.9,16.36,STANDARD,AIR,2,56061.59
4498.1,16014.77,65.12,STANDARD,ROAD,3,17433.0
6231.93,486.09,4.11,FRAGILE,SEA,2,11453.32
739.77,388.33,36.79,PERISHABLE,RAIL,4,2675.78
559.98,11489.24,46.71,STANDARD,AIR,3,5040.86
2138.02,29645.59,52.47,HAZARDOUS,ROAD,1,12976.33
1398.15,7394.79,84.27,STANDARD,RAIL,3,4554.12
7416.57,20336.2,60.67,HAZARDOUS,RAIL,2,29399.87
1902.36,7184.22,43.57,HAZARDOUS,SEA,1,4762.28
8296.06,10361.27,72.97,STANDARD,ROAD,3,32650.92
2896.77,27152.54,85.57,STANDARD,ROAD,1,10819.06
1588.9,23350.68,2.47,FRAGILE,ROAD,1,7186.03
6722.95,3143.24,88.44,STANDARD,SEA,1,14418.24
5616.08,13775.59,8.21,STANDARD,ROAD,3,19692.29
4259.75,1030.52,73.39,FRAGILE,SEA,2,10167.98
4742.82,15440.4,25.59,PERISHABLE,ROAD,3,22228.63
6127.26,21231.64,12.33,STANDARD,SEA,2,11266.11
1980.44,3880.23,39.87,HAZARDOUS,AIR,3,25060.32
8469.02,9315.43,58.13,STANDARD,RAIL,3,23723.26
8287.0,12790.99,34.6,HAZARDOUS,RAIL,3,30885.96
5545.25,29433.04,5.38,FRAGILE,ROAD,2,26741.68
1736.13,31784.83,54.15,PERISHABLE,ROAD,3,9815.74
5797.93,1532.67,81.27,STANDARD,ROAD,1,21931.53
660.08,24376.15,34.8,FRAGILE,SEA,3,1708.22
309.01,11958.0,19.86,FRAGILE,RAIL,1,912.24
2227.42,12619.42,40.11,STANDARD,AIR,4,23431.04
3959.16,24161.05,4.83,STANDARD,RAIL,4,13581.06
7386.9,29397.8,73.93,STANDARD,SEA,2,14827.31
6194.58,30434.62,74.46,STANDARD,RAIL,2,18960.9
6325.87,18510.21,53.13,PERISHABLE,RAIL,4,24715.46
3645.42,11492.16,32.1,STANDARD,ROAD,3,11919.09
2973.15,25222.82,72.08,STANDARD,RAIL,3,9677.49
3185.28,8106.94,50.14,HAZARDOUS,RAIL,3,12496.8
8395.64,18093.96,74.42,STANDARD,SEA,4,19123.32
388.92,11538.65,57.02,FRAGILE,AIR,1,4197.64
7376.42,21046.53,70.7,STANDARD,ROAD,2,26176.01
4939.81,7768.73,54.07,PERISHABLE,ROAD,1,21887.33
3756.3,6211.81,37.57,PERISHABLE,RAIL,4,13239.68
6178.43,29391.83,86.24,PERISHABLE,RAIL,1,23845.37
4162.35,3347.54,48.93,STANDARD,ROAD,3,13037.34
7430.43,16240.06,54.66,HAZARDOUS,SEA,3,21028.34
7660.93,7145.2,20.23,STANDARD,AIR,1,65913.25
3613.54,1341.87,56.5,STANDARD,AIR,4,34302.66
2389.19,1249.0,51.66,STANDARD,ROAD,1,7701.11
5055.36,5689.57,17.04,FRAGILE,SEA,3,9755.81
7759.47,27749.97,5.83,STANDARD,SEA,3,16277.48
1830.1,9111.07,54.59,FRAGILE,RAIL,4,6520.24
5314.07,30419.65,68.85,STANDARD,RAIL,1,16775.91
5386.68,18653.75,47.34,STANDARD,SEA,3,10713.12
6244.81,14027.99,20.8,HAZARDOUS,RAIL,3,22830.49
1161.75,18604.83,60.15,STANDARD,RAIL,1,3237.59
6098.72,16582.68,7.67,HAZARDOUS,RAIL,1,24507.72
7731.32,24304.96,40.04,STANDARD,SEA,2,16382.93
1568.32,9111.62,15.12,HAZARDOUS,ROAD,4,8963.46
2057.24,11362.31,17.01,FRAGILE,AIR,4,23967.41
8258.29,28621.61,18.61,STANDARD,SEA,1,18973.95
1579.26,30291.96,35.11,STANDARD,SEA,4,3713.36
7269.55,28572.61,5.08,FRAGILE,ROAD,3,36037.79
4209.75,13480.39,36.1,HAZARDOUS,SEA,1,10626.29
2139.1,24993.66,46.3,STANDARD,ROAD,1,7856.75
7407.84,15295.11,43.75,STANDARD,ROAD,1,25082.65
3812.83,15971.52,34.76,PERISHABLE,RAIL,2,12286.41
4400.21,6629.3,75.6,FRAGILE,RAIL,4,17636.08
3085.52,18957.06,13.51,STANDARD,SEA,2,6005.82
5060.43,6037.74,45.76,STANDARD,ROAD,3,17602.16
1431.78,10676.91,6.05,STANDARD,RAIL,4,3927.27
3354.64,27375.46,6.87,FRAGILE,ROAD,2,16339.4
8241.53,6705.72,51.86,STANDARD,AIR,1,70207.51
2231.23,2369.95,51.16,PERISHABLE,SEA,2,4936.05
5599.42,2301.34,79.08,STANDARD,SEA,1,11540.55
2797.86,30111.03,50.43,STANDARD,ROAD,2,11033.04
6585.85,16270.76,86.4,FRAGILE,ROAD,2,32199.26
1155.88,13160.25,4.86,PERISHABLE,AIR,2,14052.67
8244.99,25967.03,9.27,HAZARDOUS,ROAD,1,43974.02
3884.52,26762.85,4.44,STANDARD,RAIL,2,10924.1
2044.63,10696.89,17.08,HAZARDOUS,SEA,4,5146.39
671.05,22226.42,48.94,FRAGILE,ROAD,4,3372.85
1484.45,24698.82,58.28,STANDARD,SEA,4,3507.29
4442.09,20983.36,4.58,STANDARD,RAIL,1,12111.62
2897.68,4935.88,85.16,STANDARD,ROAD,1,10719.6
7054.06,28040.67,75.87,STANDARD,ROAD,4,30765.77
3691.0,17297.12,27.05,PERISHABLE,ROAD,4,18037.48
2151.64,9110.87,7.41,STANDARD,SEA,4,3797.32
5264.88,13664.78,15.7,PERISHABLE,SEA,3,12681.4
6022.27,1298.52,11.86,FRAGILE,ROAD,4,22846.18
1461.5,4178.95,11.53,FRAGILE,ROAD,2,5344.62
1466.38,24520.94,46.91,FRAGILE,SEA,3,3693.13
359.87,100.37,22.5,STANDARD,SEA,3,602.32
6272.6,13388.45,32.55,STANDARD,RAIL,1,15436.0
5659.15,16768.07,89.06,STANDARD,RAIL,2,17657.84
4060.63,1842.84,61.75,FRAGILE,ROAD,1,18444.07
7183.24,31141.19,85.43,STANDARD,SEA,1,15431.93
6857.91,7313.4,13.26,HAZARDOUS,AIR,2,83122.1
4996.24,9803.94,34.7,STANDARD,ROAD,1,15693.09
7386.89,9795.77,50.15,STANDARD,SEA,2,13595.9
1789.36,7450.29,7.37,STANDARD,RAIL,2,4046.08
995.72,147.01,0.87,PERISHABLE,RAIL,1,2690.56
2329.38,23366.1,60.5,HAZARDOUS,ROAD,4,14311.21
532.38,30942.37,57.94,STANDARD,SEA,1,1105.68
4538.38,7254.96,37.27,FRAGILE,RAIL,3,13940.13
7964.32,21251.21,44.32,STANDARD,RAIL,1,22300.52
382.45,23766.49,37.68,PERISHABLE,ROAD,2,1984.62
1081.83,27164.77,2.65,FRAGILE,ROAD,3,5658.23
3871.08,13581.87,30.52,STANDARD,ROAD,2,11975.17
7941.24,9763.5,16.35,FRAGILE,SEA,4,19028.54
2721.52,10476.91,9.31,STANDARD,ROAD,4,9557.48
4336.13,22832.62,86.13,PERISHABLE,SEA,3,12615.46
401.29,26155.26,54.14,STANDARD,RAIL,4,1282.53
1303.5,5893.49,65.71,FRAGILE,RAIL,4,5099.53
8387.02,11933.02,28.73,STANDARD,RAIL,1,20724.84
8205.25,28871.89,35.69,HAZARDOUS,RAIL,1,33935.29
91.74,25833.52,21.7,HAZARDOUS,ROAD,4,601.41
8092.81,31516.98,9.18,FRAGILE,ROAD,4,48852.17
5450.56,24160.52,16.52,FRAGILE,SEA,1,13019.33
7383.91,12642.93,71.88,PERISHABLE,SEA,4,22807.48
3892.55,18941.35,61.14,STANDARD,ROAD,4,15677.26
4406.79,21186.35,49.45,STANDARD,RAIL,2,12514.5
4180.75,2602.74,43.02,STANDARD,ROAD,4,14295.24
5685.0,17469.45,83.06,PERISHABLE,ROAD,3,33732.1
1230.05,22727.33,7.01,STANDARD,ROAD,2,4771.98
303.28,5437.55,25.61,HAZARDOUS,SEA,3,729.72
2652.01,25002.15,31.82,FRAGILE,ROAD,4,12983.78
6004.55,18722.35,70.53,STANDARD,ROAD,1,22436.13
1755.66,30475.87,89.33,STANDARD,ROAD,2,6620.74
5740.5,1453.27,22.04,STANDARD,ROAD,1,17422.29
8245.76,8563.9,78.75,STANDARD,SEA,2,16859.29
843.46,19289.57,74.84,STANDARD,ROAD,1,3049.81
5733.49,9560.26,20.61,STANDARD,ROAD,2,18450.1
3799.69,22890.13,36.24,PERISHABLE,SEA,2,9975.47
7385.8,24312.27,37.17,PERISHABLE,ROAD,3,39912.39
1546.92,3370.26,88.05,STANDARD,SEA,1,3218.38
5902.69,16491.96,16.69,STANDARD,SEA,3,10448.29
7132.07,16333.61,72.02,STANDARD,ROAD,3,28838.88
8031.99,11880.06,30.41,FRAGILE,SEA,1,16422.13
5823.45,29860.3,65.91,HAZARDOUS,ROAD,2,32220.12
4251.13,26497.45,38.09,STANDARD,RAIL,3,13702.32
5270.81,22340.98,52.26,STANDARD,RAIL,1,15910.07
7392.25,22887.02,75.02,HAZARDOUS,ROAD,2,40854.18
4871.65,14828.74,72.47,FRAGILE,SEA,3,13307.72
306.77,29479.73,78.04,STANDARD,SEA,3,670.29
7916.52,22257.59,5.84,FRAGILE,AIR,3,99939.26
5876.5,23354.5,62.44,STANDARD,SEA,2,11159.98
5766.54,27587.94,13.03,STANDARD,RAIL,3,19020.57
1872.46,8842.88,37.72,HAZARDOUS,ROAD,2,8551.4
5617.58,25845.56,49.6,HAZARDOUS,ROAD,4,37013.6
3378.15,6328.18,36.55,STANDARD,RAIL,3,8455.5
5552.92,11116.41,47.01,PERISHABLE,RAIL,4,21065.34
950.71,10805.97,89.69,STANDARD,AIR,1,8827.58
5608.79,31314.96,12.6,HAZARDOUS,RAIL,3,26146.22
8495.05,27423.54,60.95,STANDARD,RAIL,1,24677.88
457.39,22467.32,35.94,PERISHABLE,RAIL,1,1765.24
8307.12,23293.11,12.4,PERISHABLE,SEA,1,22584.21
3488.37,18030.12,14.71,STANDARD,SEA,4,7422.17
7407.87,30312.19,85.46,PERISHABLE,SEA,2,19941.37
6661.16,15930.65,79.22,HAZARDOUS,ROAD,4,42030.97
4841.29,12238.51,81.68,HAZARDOUS,SEA,4,16299.02
6289.9,5300.83,89.24,STANDARD,ROAD,1,25283.79
7473.46,25179.96,19.14,HAZARDOUS,SEA,3,21621.25
3464.99,23528.76,32.31,PERISHABLE,RAIL,2,13331.93
2813.43,12360.93,60.4,STANDARD,RAIL,1,7653.13
5691.16,903.67,43.8,PERISHABLE,RAIL,2,17704.69
6876.3,26864.01,37.95,STANDARD,SEA,4,15215.94
6491.31,464.23,32.52,STANDARD,ROAD,2,19945.46
6791.53,22548.02,53.64,FRAGILE,SEA,2,15987.92
3730.68,31051.2,52.02,FRAGILE,RAIL,3,15921.76
6960.7,14061.4,14.95,FRAGILE,ROAD,1,28430.48
1065.77,7595.65,42.72,STANDARD,ROAD,2,3383.93
4650.93,22585.39,50.04,PERISHABLE,RAIL,2,17347.84
98.66,26166.39,51.54,STANDARD,RAIL,4,500.0
2792.75,17531.13,19.3,STANDARD,RAIL,4,8453.69
3146.6,30948.43,66.93,STANDARD,SEA,2,6811.74
3397.66,1748.23,2.76,FRAGILE,RAIL,1,9180.71
5926.7,16202.98,32.26,PERISHABLE,AIR,2,72059.35
3333.32,23018.68,70.33,FRAGILE,SEA,2,8471.15
3841.46,27618.23,50.97,HAZARDOUS,SEA,3,12328.21
2057.25,5818.25,23.87,STANDARD,ROAD,1,6014.78
3203.98,25620.11,62.7,FRAGILE,RAIL,3,13014.76
1970.43,17731.36,51.28,STANDARD,ROAD,1,6867.34
668.51,12750.06,71.76,STANDARD,SEA,1,1266.62
5149.14,4301.71,66.28,STANDARD,SEA,1,10539.76
5696.4,27702.93,55.1,FRAGILE,ROAD,3,31017.94
5284.69,5117.02,44.19,FRAGILE,ROAD,3,22565.65
3966.52,9982.23,12.42,HAZARDOUS,SEA,3,9655.5
3259.19,9352.45,23.89,STANDARD,ROAD,4,11328.71
7345.17,27898.11,38.01,STANDARD,SEA,3,16171.15
